代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
SPX.GI,标普500,1942-03-05,8.38,8.38,8.38,8.38,-0.0153,0,0
SPX.GI,标普500,1942-03-06,8.16,8.16,8.16,8.16,-0.0263,0,0
SPX.GI,标普500,1942-03-09,8.2,8.2,8.2,8.2,0.0049,0,0
SPX.GI,标普500,1942-03-10,8.14,8.14,8.14,8.14,-0.0073,0,0
SPX.GI,标普500,1942-03-11,7.98,7.98,7.98,7.98,-0.0197,0,0
SPX.GI,标普500,1942-03-12,7.98,7.98,7.98,7.98,0,0,0
SPX.GI,标普500,1942-03-13,8.03,8.03,8.03,8.03,0.0063,0,0
SPX.GI,标普500,1942-03-16,8.12,8.12,8.12,8.12,0.0112,0,0
SPX.GI,标普500,1942-03-17,8.29,8.29,8.29,8.29,0.0209,0,0
SPX.GI,标普500,1942-03-18,8.21,8.21,8.21,8.21,-0.0097,0,0
SPX.GI,标普500,1942-03-19,8.2,8.2,8.2,8.2,-0.0012,0,0
SPX.GI,标普500,1942-03-20,8.11,8.11,8.11,8.11,-0.011,0,0
SPX.GI,标普500,1942-03-23,8.15,8.15,8.15,8.15,0.0049,0,0
SPX.GI,标普500,1942-03-24,8.22,8.22,8.22,8.22,0.0086,0,0
SPX.GI,标普500,1942-03-25,8.16,8.16,8.16,8.16,-0.0073,0,0
SPX.GI,标普500,1942-03-26,8.13,8.13,8.13,8.13,-0.0037,0,0
SPX.GI,标普500,1942-03-27,8.05,8.05,8.05,8.05,-0.0098,0,0
SPX.GI,标普500,1942-03-30,8.06,8.06,8.06,8.06,0.0012,0,0
SPX.GI,标普500,1942-03-31,8.01,8.01,8.01,8.01,-0.0062,0,0
SPX.GI,标普500,1942-04-01,8.05,8.05,8.05,8.05,0.005,0,0
SPX.GI,标普500,1942-04-02,8.11,8.11,8.11,8.11,0.0075,0,0
SPX.GI,标普500,1942-04-06,8.2,8.2,8.2,8.2,0.0111,0,0
SPX.GI,标普500,1942-04-07,8.16,8.16,8.16,8.16,-0.0049,0,0
SPX.GI,标普500,1942-04-08,8.12,8.12,8.12,8.12,-0.0049,0,0
SPX.GI,标普500,1942-04-09,7.99,7.99,7.99,7.99,-0.016,0,0
SPX.GI,标普500,1942-04-10,7.98,7.98,7.98,7.98,-0.0013,0,0
SPX.GI,标普500,1942-04-13,7.96,7.96,7.96,7.96,-0.0025,0,0
SPX.GI,标普500,1942-04-14,7.83,7.83,7.83,7.83,-0.0163,0,0
SPX.GI,标普500,1942-04-15,7.81,7.81,7.81,7.81,-0.0026,0,0
SPX.GI,标普500,1942-04-16,7.82,7.82,7.82,7.82,0.0013,0,0
SPX.GI,标普500,1942-04-17,7.7,7.7,7.7,7.7,-0.0153,0,0
SPX.GI,标普500,1942-04-20,7.79,7.79,7.79,7.79,0.0117,0,0
SPX.GI,标普500,1942-04-21,7.81,7.81,7.81,7.81,0.0026,0,0
SPX.GI,标普500,1942-04-22,7.79,7.79,7.79,7.79,-0.0026,0,0
SPX.GI,标普500,1942-04-23,7.59,7.59,7.59,7.59,-0.0257,0,0
SPX.GI,标普500,1942-04-24,7.55,7.55,7.55,7.55,-0.0053,0,0
SPX.GI,标普500,1942-04-27,7.54,7.54,7.54,7.54,-0.0013,0,0
SPX.GI,标普500,1942-04-28,7.47,7.47,7.47,7.47,-0.0093,0,0
SPX.GI,标普500,1942-04-29,7.61,7.61,7.61,7.61,0.0187,0,0
SPX.GI,标普500,1942-04-30,7.66,7.66,7.66,7.66,0.0066,0,0
SPX.GI,标普500,1942-05-01,7.71,7.71,7.71,7.71,0.0065,0,0
SPX.GI,标普500,1942-05-04,7.77,7.77,7.77,7.77,0.0078,0,0
SPX.GI,标普500,1942-05-05,7.8,7.8,7.8,7.8,0.0039,0,0
SPX.GI,标普500,1942-05-06,7.79,7.79,7.79,7.79,-0.0013,0,0
SPX.GI,标普500,1942-05-07,7.89,7.89,7.89,7.89,0.0128,0,0
SPX.GI,标普500,1942-05-08,7.89,7.89,7.89,7.89,0,0,0
SPX.GI,标普500,1942-05-11,8,8,8,8,0.0139,0,0
SPX.GI,标普500,1942-05-12,7.94,7.94,7.94,7.94,-0.0075,0,0
SPX.GI,标普500,1942-05-13,7.81,7.81,7.81,7.81,-0.0164,0,0
SPX.GI,标普500,1942-05-14,7.79,7.79,7.79,7.79,-0.0026,0,0
SPX.GI,标普500,1942-05-15,7.88,7.88,7.88,7.88,0.0116,0,0
SPX.GI,标普500,1942-05-18,7.94,7.94,7.94,7.94,0.0076,0,0
SPX.GI,标普500,1942-05-19,7.91,7.91,7.91,7.91,-0.0038,0,0
SPX.GI,标普500,1942-05-20,7.89,7.89,7.89,7.89,-0.0025,0,0
SPX.GI,标普500,1942-05-21,8.02,8.02,8.02,8.02,0.0165,0,0
SPX.GI,标普500,1942-05-22,8.01,8.01,8.01,8.01,-0.0012,0,0
SPX.GI,标普500,1942-05-25,7.98,7.98,7.98,7.98,-0.0037,0,0
SPX.GI,标普500,1942-05-26,8,8,8,8,0.0025,0,0
SPX.GI,标普500,1942-05-27,8.16,8.16,8.16,8.16,0.02,0,0
SPX.GI,标普500,1942-05-28,8.18,8.18,8.18,8.18,0.0025,0,0
SPX.GI,标普500,1942-05-29,8.15,8.15,8.15,8.15,-0.0037,0,0
SPX.GI,标普500,1942-06-01,8.19,8.19,8.19,8.19,0.0049,0,0
SPX.GI,标普500,1942-06-02,8.18,8.18,8.18,8.18,-0.0012,0,0
SPX.GI,标普500,1942-06-03,8.24,8.24,8.24,8.24,0.0073,0,0
SPX.GI,标普500,1942-06-04,8.35,8.35,8.35,8.35,0.0133,0,0
SPX.GI,标普500,1942-06-05,8.37,8.37,8.37,8.37,0.0024,0,0
SPX.GI,标普500,1942-06-08,8.47,8.47,8.47,8.47,0.0119,0,0
SPX.GI,标普500,1942-06-09,8.39,8.39,8.39,8.39,-0.0094,0,0
SPX.GI,标普500,1942-06-10,8.34,8.34,8.34,8.34,-0.006,0,0
SPX.GI,标普500,1942-06-11,8.37,8.37,8.37,8.37,0.0036,0,0
SPX.GI,标普500,1942-06-12,8.32,8.32,8.32,8.32,-0.006,0,0
SPX.GI,标普500,1942-06-15,8.38,8.38,8.38,8.38,0.0072,0,0
SPX.GI,标普500,1942-06-16,8.39,8.39,8.39,8.39,0.0012,0,0
SPX.GI,标普500,1942-06-17,8.53,8.53,8.53,8.53,0.0167,0,0
SPX.GI,标普500,1942-06-18,8.49,8.49,8.49,8.49,-0.0047,0,0
SPX.GI,标普500,1942-06-19,8.4,8.4,8.4,8.4,-0.0106,0,0
SPX.GI,标普500,1942-06-22,8.25,8.25,8.25,8.25,-0.0179,0,0
SPX.GI,标普500,1942-06-23,8.25,8.25,8.25,8.25,0,0,0
SPX.GI,标普500,1942-06-24,8.21,8.21,8.21,8.21,-0.0048,0,0
SPX.GI,标普500,1942-06-25,8.22,8.22,8.22,8.22,0.0012,0,0
SPX.GI,标普500,1942-06-26,8.23,8.23,8.23,8.23,0.0012,0,0
SPX.GI,标普500,1942-06-29,8.28,8.28,8.28,8.28,0.0061,0,0
SPX.GI,标普500,1942-06-30,8.3,8.3,8.3,8.3,0.0024,0,0
SPX.GI,标普500,1942-07-01,8.23,8.23,8.23,8.23,-0.0084,0,0
SPX.GI,标普500,1942-07-02,8.36,8.36,8.36,8.36,0.0158,0,0
SPX.GI,标普500,1942-07-03,8.44,8.44,8.44,8.44,0.0096,0,0
SPX.GI,标普500,1942-07-06,8.53,8.53,8.53,8.53,0.0107,0,0
SPX.GI,标普500,1942-07-07,8.51,8.51,8.51,8.51,-0.0023,0,0
SPX.GI,标普500,1942-07-08,8.72,8.72,8.72,8.72,0.0247,0,0
SPX.GI,标普500,1942-07-09,8.81,8.81,8.81,8.81,0.0103,0,0
SPX.GI,标普500,1942-07-10,8.8,8.8,8.8,8.8,-0.0011,0,0
SPX.GI,标普500,1942-07-13,8.73,8.73,8.73,8.73,-0.008,0,0
SPX.GI,标普500,1942-07-14,8.82,8.82,8.82,8.82,0.0103,0,0
SPX.GI,标普500,1942-07-15,8.83,8.83,8.83,8.83,0.0011,0,0
SPX.GI,标普500,1942-07-16,8.82,8.82,8.82,8.82,-0.0011,0,0
SPX.GI,标普500,1942-07-17,8.72,8.72,8.72,8.72,-0.0113,0,0
SPX.GI,标普500,1942-07-20,8.75,8.75,8.75,8.75,0.0034,0,0
SPX.GI,标普500,1942-07-21,8.77,8.77,8.77,8.77,0.0023,0,0
SPX.GI,标普500,1942-07-22,8.74,8.74,8.74,8.74,-0.0034,0,0
SPX.GI,标普500,1942-07-23,8.62,8.62,8.62,8.62,-0.0137,0,0
SPX.GI,标普500,1942-07-24,8.63,8.63,8.63,8.63,0.0012,0,0
SPX.GI,标普500,1942-07-27,8.63,8.63,8.63,8.63,0,0,0
SPX.GI,标普500,1942-07-28,8.62,8.62,8.62,8.62,-0.0012,0,0
SPX.GI,标普500,1942-07-29,8.48,8.48,8.48,8.48,-0.0162,0,0
SPX.GI,标普500,1942-07-30,8.5,8.5,8.5,8.5,0.0024,0,0
SPX.GI,标普500,1942-07-31,8.56,8.56,8.56,8.56,0.0071,0,0
SPX.GI,标普500,1942-08-03,8.57,8.57,8.57,8.57,0.0012,0,0
SPX.GI,标普500,1942-08-04,8.55,8.55,8.55,8.55,-0.0023,0,0
SPX.GI,标普500,1942-08-05,8.47,8.47,8.47,8.47,-0.0094,0,0
SPX.GI,标普500,1942-08-06,8.46,8.46,8.46,8.46,-0.0012,0,0
SPX.GI,标普500,1942-08-07,8.49,8.49,8.49,8.49,0.0035,0,0
SPX.GI,标普500,1942-08-10,8.48,8.48,8.48,8.48,-0.0012,0,0
SPX.GI,标普500,1942-08-11,8.51,8.51,8.51,8.51,0.0035,0,0
SPX.GI,标普500,1942-08-12,8.51,8.51,8.51,8.51,0,0,0
SPX.GI,标普500,1942-08-13,8.54,8.54,8.54,8.54,0.0035,0,0
SPX.GI,标普500,1942-08-14,8.58,8.58,8.58,8.58,0.0047,0,0
SPX.GI,标普500,1942-08-17,8.65,8.65,8.65,8.65,0.0082,0,0
SPX.GI,标普500,1942-08-18,8.73,8.73,8.73,8.73,0.0092,0,0
SPX.GI,标普500,1942-08-19,8.72,8.72,8.72,8.72,-0.0011,0,0
SPX.GI,标普500,1942-08-20,8.69,8.69,8.69,8.69,-0.0034,0,0
SPX.GI,标普500,1942-08-21,8.71,8.71,8.71,8.71,0.0023,0,0
SPX.GI,标普500,1942-08-24,8.73,8.73,8.73,8.73,0.0023,0,0
SPX.GI,标普500,1942-08-25,8.65,8.65,8.65,8.65,-0.0092,0,0
SPX.GI,标普500,1942-08-26,8.54,8.54,8.54,8.54,-0.0127,0,0
SPX.GI,标普500,1942-08-27,8.59,8.59,8.59,8.59,0.0059,0,0
SPX.GI,标普500,1942-08-28,8.61,8.61,8.61,8.61,0.0023,0,0
SPX.GI,标普500,1942-08-31,8.62,8.62,8.62,8.62,0.0012,0,0
SPX.GI,标普500,1942-09-01,8.62,8.62,8.62,8.62,0,0,0
SPX.GI,标普500,1942-09-02,8.63,8.63,8.63,8.63,0.0012,0,0
SPX.GI,标普500,1942-09-03,8.62,8.62,8.62,8.62,-0.0012,0,0
SPX.GI,标普500,1942-09-04,8.61,8.61,8.61,8.61,-0.0012,0,0
SPX.GI,标普500,1942-09-08,8.68,8.68,8.68,8.68,0.0081,0,0
SPX.GI,标普500,1942-09-09,8.64,8.64,8.64,8.64,-0.0046,0,0
SPX.GI,标普500,1942-09-10,8.58,8.58,8.58,8.58,-0.0069,0,0
SPX.GI,标普500,1942-09-11,8.54,8.54,8.54,8.54,-0.0047,0,0
SPX.GI,标普500,1942-09-14,8.55,8.55,8.55,8.55,0.0012,0,0
SPX.GI,标普500,1942-09-15,8.59,8.59,8.59,8.59,0.0047,0,0
SPX.GI,标普500,1942-09-16,8.6,8.6,8.6,8.6,0.0012,0,0
SPX.GI,标普500,1942-09-17,8.59,8.59,8.59,8.59,-0.0012,0,0
SPX.GI,标普500,1942-09-18,8.66,8.66,8.66,8.66,0.0081,0,0
SPX.GI,标普500,1942-09-21,8.65,8.65,8.65,8.65,-0.0012,0,0
SPX.GI,标普500,1942-09-22,8.68,8.68,8.68,8.68,0.0035,0,0
SPX.GI,标普500,1942-09-23,8.75,8.75,8.75,8.75,0.0081,0,0
SPX.GI,标普500,1942-09-24,8.86,8.86,8.86,8.86,0.0126,0,0
SPX.GI,标普500,1942-09-25,8.9,8.9,8.9,8.9,0.0045,0,0
SPX.GI,标普500,1942-09-28,8.89,8.89,8.89,8.89,-0.0011,0,0
SPX.GI,标普500,1942-09-29,8.85,8.85,8.85,8.85,-0.0045,0,0
SPX.GI,标普500,1942-09-30,8.85,8.85,8.85,8.85,0,0,0
SPX.GI,标普500,1942-10-01,8.92,8.92,8.92,8.92,0.0079,0,0
SPX.GI,标普500,1942-10-02,9.05,9.05,9.05,9.05,0.0146,0,0
SPX.GI,标普500,1942-10-05,9.13,9.13,9.13,9.13,0.0088,0,0
SPX.GI,标普500,1942-10-06,9.13,9.13,9.13,9.13,0,0,0
SPX.GI,标普500,1942-10-07,9.17,9.17,9.17,9.17,0.0044,0,0
SPX.GI,标普500,1942-10-08,9.3,9.3,9.3,9.3,0.0142,0,0
SPX.GI,标普500,1942-10-09,9.34,9.34,9.34,9.34,0.0043,0,0
SPX.GI,标普500,1942-10-13,9.45,9.45,9.45,9.45,0.0118,0,0
SPX.GI,标普500,1942-10-14,9.43,9.43,9.43,9.43,-0.0021,0,0
SPX.GI,标普500,1942-10-15,9.31,9.31,9.31,9.31,-0.0127,0,0
SPX.GI,标普500,1942-10-16,9.35,9.35,9.35,9.35,0.0043,0,0
SPX.GI,标普500,1942-10-19,9.35,9.35,9.35,9.35,0,0,0
SPX.GI,标普500,1942-10-20,9.47,9.47,9.47,9.47,0.0128,0,0
SPX.GI,标普500,1942-10-21,9.46,9.46,9.46,9.46,-0.0011,0,0
SPX.GI,标普500,1942-10-22,9.46,9.46,9.46,9.46,0,0,0
SPX.GI,标普500,1942-10-23,9.43,9.43,9.43,9.43,-0.0032,0,0
SPX.GI,标普500,1942-10-26,9.48,9.48,9.48,9.48,0.0053,0,0
SPX.GI,标普500,1942-10-27,9.39,9.39,9.39,9.39,-0.0095,0,0
SPX.GI,标普500,1942-10-28,9.31,9.31,9.31,9.31,-0.0085,0,0
SPX.GI,标普500,1942-10-29,9.3,9.3,9.3,9.3,-0.0011,0,0
SPX.GI,标普500,1942-10-30,9.36,9.36,9.36,9.36,0.0065,0,0
SPX.GI,标普500,1942-11-02,9.48,9.48,9.48,9.48,0.0128,0,0
SPX.GI,标普500,1942-11-04,9.44,9.44,9.44,9.44,-0.0042,0,0
SPX.GI,标普500,1942-11-05,9.46,9.46,9.46,9.46,0.0021,0,0
SPX.GI,标普500,1942-11-06,9.58,9.58,9.58,9.58,0.0127,0,0
SPX.GI,标普500,1942-11-09,9.69,9.69,9.69,9.69,0.0115,0,0
SPX.GI,标普500,1942-11-10,9.61,9.61,9.61,9.61,-0.0083,0,0
SPX.GI,标普500,1942-11-12,9.63,9.63,9.63,9.63,0.0021,0,0
SPX.GI,标普500,1942-11-13,9.57,9.57,9.57,9.57,-0.0062,0,0
SPX.GI,标普500,1942-11-16,9.48,9.48,9.48,9.48,-0.0094,0,0
SPX.GI,标普500,1942-11-17,9.36,9.36,9.36,9.36,-0.0127,0,0
SPX.GI,标普500,1942-11-18,9.4,9.4,9.4,9.4,0.0043,0,0
SPX.GI,标普500,1942-11-19,9.39,9.39,9.39,9.39,-0.0011,0,0
SPX.GI,标普500,1942-11-20,9.48,9.48,9.48,9.48,0.0096,0,0
SPX.GI,标普500,1942-11-23,9.37,9.37,9.37,9.37,-0.0116,0,0
SPX.GI,标普500,1942-11-24,9.35,9.35,9.35,9.35,-0.0021,0,0
SPX.GI,标普500,1942-11-25,9.31,9.31,9.31,9.31,-0.0043,0,0
SPX.GI,标普500,1942-11-27,9.34,9.34,9.34,9.34,0.0032,0,0
SPX.GI,标普500,1942-11-30,9.29,9.29,9.29,9.29,-0.0054,0,0
SPX.GI,标普500,1942-12-01,9.28,9.28,9.28,9.28,-0.0011,0,0
SPX.GI,标普500,1942-12-02,9.31,9.31,9.31,9.31,0.0032,0,0
SPX.GI,标普500,1942-12-03,9.34,9.34,9.34,9.34,0.0032,0,0
SPX.GI,标普500,1942-12-04,9.34,9.34,9.34,9.34,0,0,0
SPX.GI,标普500,1942-12-07,9.3,9.3,9.3,9.3,-0.0043,0,0
SPX.GI,标普500,1942-12-08,9.36,9.36,9.36,9.36,0.0065,0,0
SPX.GI,标普500,1942-12-09,9.36,9.36,9.36,9.36,0,0,0
SPX.GI,标普500,1942-12-10,9.37,9.37,9.37,9.37,0.0011,0,0
SPX.GI,标普500,1942-12-11,9.37,9.37,9.37,9.37,0,0,0
SPX.GI,标普500,1942-12-14,9.42,9.42,9.42,9.42,0.0053,0,0
SPX.GI,标普500,1942-12-15,9.44,9.44,9.44,9.44,0.0021,0,0
SPX.GI,标普500,1942-12-16,9.52,9.52,9.52,9.52,0.0085,0,0
SPX.GI,标普500,1942-12-17,9.69,9.69,9.69,9.69,0.0179,0,0
SPX.GI,标普500,1942-12-18,9.68,9.68,9.68,9.68,-0.001,0,0
SPX.GI,标普500,1942-12-21,9.68,9.68,9.68,9.68,0,0,0
SPX.GI,标普500,1942-12-22,9.67,9.67,9.67,9.67,-0.001,0,0
SPX.GI,标普500,1942-12-23,9.7,9.7,9.7,9.7,0.0031,0,0
SPX.GI,标普500,1942-12-24,9.74,9.74,9.74,9.74,0.0041,0,0
SPX.GI,标普500,1942-12-28,9.65,9.65,9.65,9.65,-0.0092,0,0
SPX.GI,标普500,1942-12-29,9.65,9.65,9.65,9.65,0,0,0
SPX.GI,标普500,1942-12-30,9.76,9.76,9.76,9.76,0.0114,0,0
SPX.GI,标普500,1942-12-31,9.77,9.77,9.77,9.77,0.001,0,0
SPX.GI,标普500,1943-01-04,9.92,9.92,9.92,9.92,0.0154,0,0
SPX.GI,标普500,1943-01-05,9.9,9.9,9.9,9.9,-0.002,0,0
SPX.GI,标普500,1943-01-06,9.89,9.89,9.89,9.89,-0.001,0,0
SPX.GI,标普500,1943-01-07,9.91,9.91,9.91,9.91,0.002,0,0
SPX.GI,标普500,1943-01-08,9.92,9.92,9.92,9.92,0.001,0,0
SPX.GI,标普500,1943-01-11,9.96,9.96,9.96,9.96,0.004,0,0
SPX.GI,标普500,1943-01-12,9.93,9.93,9.93,9.93,-0.003,0,0
SPX.GI,标普500,1943-01-13,9.95,9.95,9.95,9.95,0.002,0,0
SPX.GI,标普500,1943-01-14,10.01,10.01,10.01,10.01,0.006,0,0
SPX.GI,标普500,1943-01-15,10.09,10.09,10.09,10.09,0.008,0,0
SPX.GI,标普500,1943-01-18,10.12,10.12,10.12,10.12,0.003,0,0
SPX.GI,标普500,1943-01-19,10.02,10.02,10.02,10.02,-0.0099,0,0
SPX.GI,标普500,1943-01-20,10.03,10.03,10.03,10.03,0.001,0,0
SPX.GI,标普500,1943-01-21,10.18,10.18,10.18,10.18,0.015,0,0
SPX.GI,标普500,1943-01-22,10.17,10.17,10.17,10.17,-0.001,0,0
SPX.GI,标普500,1943-01-25,10.3,10.3,10.3,10.3,0.0128,0,0
SPX.GI,标普500,1943-01-26,10.35,10.35,10.35,10.35,0.0049,0,0
SPX.GI,标普500,1943-01-27,10.34,10.34,10.34,10.34,-0.001,0,0
SPX.GI,标普500,1943-01-28,10.35,10.35,10.35,10.35,0.001,0,0
SPX.GI,标普500,1943-01-29,10.44,10.44,10.44,10.44,0.0087,0,0
SPX.GI,标普500,1943-02-01,10.52,10.52,10.52,10.52,0.0077,0,0
SPX.GI,标普500,1943-02-02,10.52,10.52,10.52,10.52,0,0,0
SPX.GI,标普500,1943-02-03,10.44,10.44,10.44,10.44,-0.0076,0,0
SPX.GI,标普500,1943-02-04,10.43,10.43,10.43,10.43,-0.001,0,0
SPX.GI,标普500,1943-02-05,10.51,10.51,10.51,10.51,0.0077,0,0
SPX.GI,标普500,1943-02-08,10.5,10.5,10.5,10.5,-0.001,0,0
SPX.GI,标普500,1943-02-09,10.58,10.58,10.58,10.58,0.0076,0,0
SPX.GI,标普500,1943-02-10,10.65,10.65,10.65,10.65,0.0066,0,0
SPX.GI,标普500,1943-02-11,10.67,10.67,10.67,10.67,0.0019,0,0
SPX.GI,标普500,1943-02-15,10.81,10.81,10.81,10.81,0.0131,0,0
SPX.GI,标普500,1943-02-16,10.79,10.79,10.79,10.79,-0.0019,0,0
SPX.GI,标普500,1943-02-17,10.81,10.81,10.81,10.81,0.0019,0,0
SPX.GI,标普500,1943-02-18,10.66,10.66,10.66,10.66,-0.0139,0,0
SPX.GI,标普500,1943-02-19,10.64,10.64,10.64,10.64,-0.0019,0,0
SPX.GI,标普500,1943-02-23,10.84,10.84,10.84,10.84,0.0188,0,0
SPX.GI,标普500,1943-02-24,10.9,10.9,10.9,10.9,0.0055,0,0
SPX.GI,标普500,1943-02-25,10.97,10.97,10.97,10.97,0.0064,0,0
SPX.GI,标普500,1943-02-26,10.97,10.97,10.97,10.97,0,0,0
SPX.GI,标普500,1943-03-01,10.92,10.92,10.92,10.92,-0.0046,0,0
SPX.GI,标普500,1943-03-02,10.84,10.84,10.84,10.84,-0.0073,0,0
SPX.GI,标普500,1943-03-03,10.98,10.98,10.98,10.98,0.0129,0,0
SPX.GI,标普500,1943-03-04,11,11,11,11,0.0018,0,0
SPX.GI,标普500,1943-03-05,11.05,11.05,11.05,11.05,0.0045,0,0
SPX.GI,标普500,1943-03-08,11.01,11.01,11.01,11.01,-0.0036,0,0
SPX.GI,标普500,1943-03-09,10.95,10.95,10.95,10.95,-0.0054,0,0
SPX.GI,标普500,1943-03-10,10.9,10.9,10.9,10.9,-0.0046,0,0
SPX.GI,标普500,1943-03-11,11.01,11.01,11.01,11.01,0.0101,0,0
SPX.GI,标普500,1943-03-12,11.05,11.05,11.05,11.05,0.0036,0,0
SPX.GI,标普500,1943-03-15,11.04,11.04,11.04,11.04,-0.0009,0,0
SPX.GI,标普500,1943-03-16,11.01,11.01,11.01,11.01,-0.0027,0,0
SPX.GI,标普500,1943-03-17,10.93,10.93,10.93,10.93,-0.0073,0,0
SPX.GI,标普500,1943-03-18,10.91,10.91,10.91,10.91,-0.0018,0,0
SPX.GI,标普500,1943-03-19,10.88,10.88,10.88,10.88,-0.0027,0,0
SPX.GI,标普500,1943-03-22,10.92,10.92,10.92,10.92,0.0037,0,0
SPX.GI,标普500,1943-03-23,10.95,10.95,10.95,10.95,0.0027,0,0
SPX.GI,标普500,1943-03-24,10.98,10.98,10.98,10.98,0.0027,0,0
SPX.GI,标普500,1943-03-25,11.21,11.21,11.21,11.21,0.0209,0,0
SPX.GI,标普500,1943-03-26,11.3,11.3,11.3,11.3,0.008,0,0
SPX.GI,标普500,1943-03-29,11.49,11.49,11.49,11.49,0.0168,0,0
SPX.GI,标普500,1943-03-30,11.59,11.59,11.59,11.59,0.0087,0,0
SPX.GI,标普500,1943-03-31,11.58,11.58,11.58,11.58,-0.0009,0,0
SPX.GI,标普500,1943-04-01,11.59,11.59,11.59,11.59,0.0009,0,0
SPX.GI,标普500,1943-04-02,11.56,11.56,11.56,11.56,-0.0026,0,0
SPX.GI,标普500,1943-04-05,11.59,11.59,11.59,11.59,0.0026,0,0
SPX.GI,标普500,1943-04-06,11.76,11.76,11.76,11.76,0.0147,0,0
SPX.GI,标普500,1943-04-07,11.7,11.7,11.7,11.7,-0.0051,0,0
SPX.GI,标普500,1943-04-08,11.6,11.6,11.6,11.6,-0.0085,0,0
SPX.GI,标普500,1943-04-09,11.14,11.14,11.14,11.14,-0.0397,0,0
SPX.GI,标普500,1943-04-12,11.15,11.15,11.15,11.15,0.0009,0,0
SPX.GI,标普500,1943-04-13,11.14,11.14,11.14,11.14,-0.0009,0,0
SPX.GI,标普500,1943-04-14,11.28,11.28,11.28,11.28,0.0126,0,0
SPX.GI,标普500,1943-04-15,11.36,11.36,11.36,11.36,0.0071,0,0
SPX.GI,标普500,1943-04-16,11.33,11.33,11.33,11.33,-0.0026,0,0
SPX.GI,标普500,1943-04-19,11.38,11.38,11.38,11.38,0.0044,0,0
SPX.GI,标普500,1943-04-20,11.34,11.34,11.34,11.34,-0.0035,0,0
SPX.GI,标普500,1943-04-21,11.45,11.45,11.45,11.45,0.0097,0,0
SPX.GI,标普500,1943-04-22,11.48,11.48,11.48,11.48,0.0026,0,0
SPX.GI,标普500,1943-04-26,11.48,11.48,11.48,11.48,0,0,0
SPX.GI,标普500,1943-04-27,11.48,11.48,11.48,11.48,0,0,0
SPX.GI,标普500,1943-04-28,11.48,11.48,11.48,11.48,0,0,0
SPX.GI,标普500,1943-04-29,11.59,11.59,11.59,11.59,0.0096,0,0
SPX.GI,标普500,1943-04-30,11.59,11.59,11.59,11.59,0,0,0
SPX.GI,标普500,1943-05-03,11.82,11.82,11.82,11.82,0.0198,0,0
SPX.GI,标普500,1943-05-04,11.86,11.86,11.86,11.86,0.0034,0,0
SPX.GI,标普500,1943-05-05,11.93,11.93,11.93,11.93,0.0059,0,0
SPX.GI,标普500,1943-05-06,11.97,11.97,11.97,11.97,0.0034,0,0
SPX.GI,标普500,1943-05-07,11.81,11.81,11.81,11.81,-0.0134,0,0
SPX.GI,标普500,1943-05-10,11.97,11.97,11.97,11.97,0.0135,0,0
SPX.GI,标普500,1943-05-11,11.93,11.93,11.93,11.93,-0.0033,0,0
SPX.GI,标普500,1943-05-12,11.88,11.88,11.88,11.88,-0.0042,0,0
SPX.GI,标普500,1943-05-13,11.92,11.92,11.92,11.92,0.0034,0,0
SPX.GI,标普500,1943-05-14,11.7,11.7,11.7,11.7,-0.0185,0,0
SPX.GI,标普500,1943-05-17,11.72,11.72,11.72,11.72,0.0017,0,0
SPX.GI,标普500,1943-05-18,11.81,11.81,11.81,11.81,0.0077,0,0
SPX.GI,标普500,1943-05-19,11.93,11.93,11.93,11.93,0.0102,0,0
SPX.GI,标普500,1943-05-20,11.9,11.9,11.9,11.9,-0.0025,0,0
SPX.GI,标普500,1943-05-21,11.9,11.9,11.9,11.9,0,0,0
SPX.GI,标普500,1943-05-24,11.87,11.87,11.87,11.87,-0.0025,0,0
SPX.GI,标普500,1943-05-25,11.9,11.9,11.9,11.9,0.0025,0,0
SPX.GI,标普500,1943-05-26,11.99,11.99,11.99,11.99,0.0076,0,0
SPX.GI,标普500,1943-05-27,12.02,12.02,12.02,12.02,0.0025,0,0
SPX.GI,标普500,1943-05-28,12.05,12.05,12.05,12.05,0.0025,0,0
SPX.GI,标普500,1943-06-01,12.18,12.18,12.18,12.18,0.0108,0,0
SPX.GI,标普500,1943-06-02,12.19,12.19,12.19,12.19,0.0008,0,0
SPX.GI,标普500,1943-06-03,12.24,12.24,12.24,12.24,0.0041,0,0
SPX.GI,标普500,1943-06-04,12.18,12.18,12.18,12.18,-0.0049,0,0
SPX.GI,标普500,1943-06-07,12.15,12.15,12.15,12.15,-0.0025,0,0
SPX.GI,标普500,1943-06-08,12.08,12.08,12.08,12.08,-0.0058,0,0
SPX.GI,标普500,1943-06-09,12.12,12.12,12.12,12.12,0.0033,0,0
SPX.GI,标普500,1943-06-10,12.14,12.14,12.14,12.14,0.0017,0,0
SPX.GI,标普500,1943-06-11,12.08,12.08,12.08,12.08,-0.0049,0,0
SPX.GI,标普500,1943-06-14,11.88,11.88,11.88,11.88,-0.0166,0,0
SPX.GI,标普500,1943-06-15,11.93,11.93,11.93,11.93,0.0042,0,0
SPX.GI,标普500,1943-06-16,11.95,11.95,11.95,11.95,0.0017,0,0
